,average_degree,average_clustering,transitivity,entropy,dead_ends,ways_4,diameter,nodes,nodes/diameter
0,2.6863139093547668,0.06058644042569059,0.07466512320158757,3.563974950175795,0.20495646349631613,0.12056262558606833,117,4479,38.282051282051285
